recorded_hour,day_of_week,week_of_year,month,is_weekend,shift_num,line_encoded,total_output,total_output,total_pass,total_reject,total_reject,reject_rate,pass_rate,downtime_rate,avg_sec_per_unit,availability,perfomance,quality,total_downtime_seconds,downtime_count,troughput,oee_line
14,6,5,2,1,2,1,1006,1006,5,0,0,0.0,0.004970178926441352,0.0,28.628230616302186,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0,127.4880790960452,0.7118265536723164
22,0,6,2,0,3,1,1013,1013,1,0,0,0.0,0.0009871668311944718,0.0,28.43040473840079,0.9595553072625699,0.7858726256983241,0.9731631284916201,0,0,128.4187150837989,0.7342351955307262
14,6,5,2,1,2,2,940,940,5,0,0,0.0,0.005319148936170213,0.14413194444444444,30.638297872340427,0.9675180790960451,0.7758463276836158,0.9586621468926554,4151,1,125.83853107344632,0.7159553672316384
22,0,6,2,0,3,2,1050,1050,3,0,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.9660954545454546,0.7738732954545454,0.9695846590909091,0,0,125.31721590909092,0.7257812499999999
6,6,5,2,1,1,2,785,785,6,0,0,0.0,0.007643312101910828,0.0,36.68789808917197,0.9734926553672316,0.6269056497175142,0.9553672316384181,0,0,97.6635593220339,0.5813502824858757
14,6,5,2,1,2,2,695,695,5,0,0,0.0,0.007194244604316547,0.0,41.43884892086331,0.9717162921348315,0.6548410112359551,0.9551494382022473,0,0,97.9258988764045,0.6051241573033708
6,6,5,2,1,1,2,1050,1050,3,0,0,0.0,0.002857142857142857,0.1595486111111111,27.428571428571427,0.9558448863636364,0.7807528409090909,0.9775556818181819,4595,1,130.69335227272725,0.7297176136363636
14,6,5,2,1,2,2,941,941,3,0,0,0.0,0.003188097768331562,0.11982638888888889,30.605738575982997,0.959408,0.7887599999999999,0.9514285714285714,3451,1,129.8790857142857,0.7162628571428572
22,0,6,2,0,3,2,978,978,4,0,0,0.0,0.00408997955010225,0.0,29.447852760736197,0.9592327485380117,0.7542111111111112,0.9711321637426901,0,0,130.86356725146197,0.7041649122807018
6,6,5,2,1,1,3,641,641,6,0,0,0.0,0.0093603744149766,0.0,44.92979719188767,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786
22,0,6,2,0,3,3,765,765,7,0,0,0.0,0.009150326797385621,0.0,37.64705882352941,0.9761469273743016,0.5908648044692737,0.9510592178770949,0,0,89.68357541899442,0.5472212290502794
6,6,5,2,1,1,3,902,902,4,0,0,0.0,0.004434589800443459,0.0,31.929046563192905,0.9577932203389831,0.7727412429378532,0.9548954802259887,0,0,124.61988700564973,0.7059016949152542
14,6,5,2,1,2,3,913,913,2,0,0,0.0,0.002190580503833516,0.0,31.54435925520263,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0,124.07531073446329,0.701254802259887
22,0,6,2,0,3,3,979,979,4,0,0,0.0,0.0040858018386108275,0.035486111111111114,29.417773237997956,0.9582296511627908,0.8025308139534885,0.9455558139534884,1022,1,125.79796511627907,0.7229529069767442
6,6,5,2,1,1,3,1050,1050,6,0,0,0.0,0.005714285714285714,0.0,27.428571428571427,0.970548275862069,0.7340936781609195,0.969635632183908,0,0,116.3509195402299,0.6886327586206897
22,0,6,2,0,3,3,1010,1010,3,0,0,0.0,0.0029702970297029703,0.0,28.514851485148515,0.9663485875706215,0.7424570621468926,0.9622666666666667,0,0,115.46514124293786,0.6876158192090396
6,0,6,2,0,1,0,1038,1038,3,0,0,0.0,0.002890173410404624,0.0,27.745664739884393,0.9714869318181818,0.7811892045454545,0.9603221590909091,0,0,126.66471590909092,0.7268857954545455
14,0,6,2,0,2,0,1050,1050,2,0,0,0.0,0.0019047619047619048,0.0,27.428571428571427,0.9732103448275863,0.7720936781609196,0.9673367816091953,0,0,126.53528735632183,0.7261856321839081
22,1,6,2,0,3,0,1050,1050,2,1,1,0.0009523809523809524,0.0019047619047619048,0.0,27.428571428571427,0.9726114285714286,0.7704497142857143,0.9543937142857143,0,0,128.15182857142858,0.7158011428571428
6,0,6,2,0,1,0,793,793,5,0,0,0.0,0.006305170239596469,0.0,36.31778058007566,0.9579948863636364,0.6420017045454546,0.9496204545454545,0,0,99.07823863636364,0.5804988636363636
14,0,6,2,0,2,0,820,820,6,0,0,0.0,0.007317073170731708,0.0,35.1219512195122,0.9595845714285715,0.6536731428571428,0.9767611428571429,0,0,99.8704,0.6098668571428572
22,1,6,2,0,3,0,591,591,2,0,0,0.0,0.00338409475465313,0.03788194444444445,48.73096446700507,0.960858757062147,0.6334305084745763,0.9482943502824858,1091,1,98.41564971751413,0.5724553672316385
6,0,6,2,0,1,0,950,950,3,0,0,0.0,0.003157894736842105,0.10288194444444444,30.31578947368421,0.9711568965517242,0.7715344827586208,0.9542132183908045,2963,1,121.96528735632184,0.7152005747126438
14,0,6,2,0,2,0,777,777,2,0,0,0.0,0.002574002574002574,0.08145833333333333,37.06563706563706,0.9698011363636364,0.75509375,0.9680863636363636,2346,1,121.75488636363637,0.7072284090909091
22,1,6,2,0,3,0,952,952,3,0,0,0.0,0.0031512605042016808,0.0,30.252100840336134,0.9699949438202247,0.7404140449438202,0.9610904494382022,0,0,120.81398876404494,0.695426404494382
6,0,6,2,0,1,1,711,711,2,0,0,0.0,0.0028129395218002813,0.0,40.50632911392405,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0,111.89562500000001,0.6606835227272727
14,0,6,2,0,2,1,832,832,2,0,0,0.0,0.002403846153846154,0.0,34.61538461538461,0.970316384180791,0.7160909604519774,0.958379661016949,0,0,111.57118644067796,0.6649429378531073
22,1,6,2,0,3,1,943,943,1,0,0,0.0,0.0010604453870625664,0.0,30.54082714740191,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0,108.73803370786516,0.608338202247191
6,0,6,2,0,1,1,756,756,2,0,0,0.0,0.0026455026455026454,0.1340625,38.095238095238095,0.9605514124293785,0.6269536723163842,0.9538604519774012,3861,2,94.99734463276836,0.5716604519774011
14,0,6,2,0,2,1,741,741,5,0,0,0.0,0.006747638326585695,0.17090277777777776,38.8663967611336,0.9614744318181819,0.6564625000000001,0.9428977272727272,4922,2,95.71289772727273,0.5940198863636363
22,1,6,2,0,3,1,890,890,2,0,0,0.0,0.0022471910112359553,0.0,32.359550561797754,0.9596569832402235,0.6435245810055866,0.9638513966480448,0,0,95.2254189944134,0.5946603351955307
6,0,6,2,0,1,1,1050,1050,3,0,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.9657640000000001,0.7633297142857142,0.9598091428571428,0,0,127.83445714285713,0.7084662857142857
14,0,6,2,0,2,1,1050,1050,2,0,0,0.0,0.0019047619047619048,0.0,27.428571428571427,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0,127.4880790960452,0.7118265536723164
22,1,6,2,0,3,1,904,904,3,0,0,0.0,0.00331858407079646,0.0415625,31.858407079646017,0.9595553072625699,0.7858726256983241,0.9731631284916201,1197,1,128.4187150837989,0.7342351955307262
6,0,6,2,0,1,2,921,921,6,0,0,0.0,0.006514657980456026,0.0,31.270358306188925,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0,126.56880681818183,0.7208255681818182
14,0,6,2,0,2,2,1050,1050,4,0,0,0.0,0.0038095238095238095,0.0,27.428571428571427,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0,125.83853107344632,0.7159553672316384
22,1,6,2,0,3,2,931,931,1,0,0,0.0,0.0010741138560687433,0.0,30.934479054779807,0.9660954545454546,0.7738732954545454,0.9695846590909091,0,0,125.31721590909092,0.7257812499999999
6,0,6,2,0,1,2,866,866,2,0,0,0.0,0.0023094688221709007,0.18743055555555554,33.25635103926097,0.9734926553672316,0.6269056497175142,0.9553672316384181,5398,1,97.6635593220339,0.5813502824858757
14,0,6,2,0,2,2,794,794,6,0,0,0.0,0.007556675062972292,0.2109375,36.272040302267,0.9717162921348315,0.6548410112359551,0.9551494382022473,6075,1,97.9258988764045,0.6051241573033708
22,1,6,2,0,3,2,771,771,3,0,0,0.0,0.0038910505836575876,0.08215277777777778,37.35408560311284,0.9691514450867051,0.6074329479768786,0.9537063583815029,2366,1,98.41479768786127,0.5575803468208093
6,0,6,2,0,1,2,1043,1043,3,1,1,0.0009587727708533077,0.0028763183125599234,0.0,27.612655800575265,0.9558448863636364,0.7807528409090909,0.9775556818181819,0,0,130.69335227272725,0.7297176136363636
14,0,6,2,0,2,2,1033,1033,2,0,0,0.0,0.001936108422071636,0.0,27.87996127783156,0.959408,0.7887599999999999,0.9514285714285714,0,0,129.8790857142857,0.7162628571428572
22,1,6,2,0,3,2,1049,1049,3,0,0,0.0,0.002859866539561487,0.0,27.454718779790277,0.9592327485380117,0.7542111111111112,0.9711321637426901,0,0,130.86356725146197,0.7041649122807018
6,0,6,2,0,1,3,745,745,2,0,0,0.0,0.0026845637583892616,0.0,38.65771812080537,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786
14,0,6,2,0,2,3,737,737,5,0,0,0.0,0.0067842605156037995,0.0,39.07734056987788,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091
22,1,6,2,0,3,3,795,795,5,1,1,0.0012578616352201257,0.006289308176100629,0.0,36.22641509433962,0.9761469273743016,0.5908648044692737,0.9510592178770949,0,0,89.68357541899442,0.5472212290502794
6,0,6,2,0,1,3,814,814,3,0,0,0.0,0.0036855036855036856,0.06444444444444444,35.38083538083538,0.9577932203389831,0.7727412429378532,0.9548954802259887,1856,1,124.61988700564973,0.7059016949152542
14,0,6,2,0,2,3,928,928,2,0,0,0.0,0.0021551724137931034,0.042326388888888886,31.03448275862069,0.9601118644067796,0.7691152542372881,0.9529186440677966,1219,1,124.07531073446329,0.701254802259887
22,1,6,2,0,3,3,989,989,4,0,0,0.0,0.004044489383215369,0.0,29.120323559150656,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,0,125.79796511627907,0.7229529069767442
6,0,6,2,0,1,3,898,898,3,0,0,0.0,0.0033407572383073497,0.0,32.071269487750556,0.970548275862069,0.7340936781609195,0.969635632183908,0,0,116.3509195402299,0.6886327586206897
14,0,6,2,0,2,3,769,769,4,1,1,0.0013003901170351106,0.005201560468140442,0.0,37.45123537061119,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0,115.43598870056496,0.6333661016949153
22,1,6,2,0,3,3,683,683,5,0,0,0.0,0.007320644216691069,0.0,42.166910688140554,0.9663485875706215,0.7424570621468926,0.9622666666666667,0,0,115.46514124293786,0.6876158192090396
6,1,6,2,0,1,0,868,868,2,0,0,0.0,0.002304147465437788,0.0,33.17972350230415,0.9714869318181818,0.7811892045454545,0.9603221590909091,0,0,126.66471590909092,0.7268857954545455
14,1,6,2,0,2,0,920,920,5,0,0,0.0,0.005434782608695652,0.0,31.304347826086957,0.9732103448275863,0.7720936781609196,0.9673367816091953,0,0,126.53528735632183,0.7261856321839081
22,2,6,2,0,3,0,1050,1050,4,0,0,0.0,0.0038095238095238095,0.04111111111111111,27.428571428571427,0.9726114285714286,0.7704497142857143,0.9543937142857143,1184,1,128.15182857142858,0.7158011428571428
6,1,6,2,0,1,0,707,707,6,0,0,0.0,0.008486562942008486,0.034270833333333334,40.735502121640735,0.9579948863636364,0.6420017045454546,0.9496204545454545,987,1,99.07823863636364,0.5804988636363636
14,1,6,2,0,2,0,894,894,3,0,0,0.0,0.003355704697986577,0.02340277777777778,32.214765100671144,0.9595845714285715,0.6536731428571428,0.9767611428571429,674,1,99.8704,0.6098668571428572
22,2,6,2,0,3,0,704,704,7,0,0,0.0,0.009943181818181818,0.0,40.90909090909091,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0,98.41564971751413,0.5724553672316385
6,1,6,2,0,1,0,1002,1002,5,0,0,0.0,0.00499001996007984,0.0,28.74251497005988,0.9711568965517242,0.7715344827586208,0.9542132183908045,0,0,121.96528735632184,0.7152005747126438
14,1,6,2,0,2,0,856,856,5,0,0,0.0,0.005841121495327103,0.0,33.64485981308411,0.9698011363636364,0.75509375,0.9680863636363636,0,0,121.75488636363637,0.7072284090909091
22,2,6,2,0,3,0,977,977,7,0,0,0.0,0.007164790174002047,0.0,29.47799385875128,0.9699949438202247,0.7404140449438202,0.9610904494382022,0,0,120.81398876404494,0.695426404494382
6,1,6,2,0,1,1,890,890,3,1,1,0.0011235955056179776,0.0033707865168539327,0.0,32.359550561797754,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0,111.89562500000001,0.6606835227272727
14,1,6,2,0,2,1,958,958,5,0,0,0.0,0.005219206680584551,0.0,30.062630480167016,0.970316384180791,0.7160909604519774,0.958379661016949,0,0,111.57118644067796,0.6649429378531073
22,2,6,2,0,3,1,826,826,5,0,0,0.0,0.006053268765133172,0.0,34.86682808716707,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0,108.73803370786516,0.608338202247191
6,1,6,2,0,1,1,686,686,2,1,1,0.0014577259475218659,0.0029154518950437317,0.0,41.98250728862974,0.9605514124293785,0.6269536723163842,0.9538604519774012,0,0,94.99734463276836,0.5716604519774011
14,1,6,2,0,2,1,730,730,6,0,0,0.0,0.00821917808219178,0.0,39.45205479452055,0.9614744318181819,0.6564625000000001,0.9428977272727272,0,0,95.71289772727273,0.5940198863636363
22,2,6,2,0,3,1,668,668,3,0,0,0.0,0.004491017964071856,0.0,43.11377245508982,0.9596569832402235,0.6435245810055866,0.9638513966480448,0,0,95.2254189944134,0.5946603351955307
6,1,6,2,0,1,1,1050,1050,2,0,0,0.0,0.0019047619047619048,0.05541666666666667,27.428571428571427,0.9657640000000001,0.7633297142857142,0.9598091428571428,1596,1,127.83445714285713,0.7084662857142857
14,1,6,2,0,2,1,1033,1033,3,0,0,0.0,0.002904162633107454,0.028576388888888887,27.87996127783156,0.961093220338983,0.7580553672316385,0.9796604519774011,823,1,127.4880790960452,0.7118265536723164
22,2,6,2,0,3,1,1050,1050,3,0,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.9595553072625699,0.7858726256983241,0.9731631284916201,0,0,128.4187150837989,0.7342351955307262
6,1,6,2,0,1,2,955,955,3,0,0,0.0,0.0031413612565445027,0.0,30.157068062827225,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0,126.56880681818183,0.7208255681818182
14,1,6,2,0,2,2,980,980,3,0,0,0.0,0.003061224489795918,0.0,29.387755102040817,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0,125.83853107344632,0.7159553672316384
22,2,6,2,0,3,2,880,880,4,0,0,0.0,0.004545454545454545,0.0,32.72727272727273,0.9660954545454546,0.7738732954545454,0.9695846590909091,0,0,125.31721590909092,0.7257812499999999
6,1,6,2,0,1,2,741,741,3,0,0,0.0,0.004048582995951417,0.035625,38.8663967611336,0.9734926553672316,0.6269056497175142,0.9553672316384181,1026,1,97.6635593220339,0.5813502824858757
14,1,6,2,0,2,2,774,774,2,0,0,0.0,0.002583979328165375,0.08402777777777778,37.2093023255814,0.9717162921348315,0.6548410112359551,0.9551494382022473,2420,1,97.9258988764045,0.6051241573033708
22,2,6,2,0,3,2,760,760,4,0,0,0.0,0.005263157894736842,0.0,37.89473684210526,0.9691514450867051,0.6074329479768786,0.9537063583815029,0,0,98.41479768786127,0.5575803468208093
6,1,6,2,0,1,2,1050,1050,5,0,0,0.0,0.004761904761904762,0.0,27.428571428571427,0.9558448863636364,0.7807528409090909,0.9775556818181819,0,0,130.69335227272725,0.7297176136363636
14,1,6,2,0,2,2,1050,1050,5,0,0,0.0,0.004761904761904762,0.0,27.428571428571427,0.959408,0.7887599999999999,0.9514285714285714,0,0,129.8790857142857,0.7162628571428572
22,2,6,2,0,3,2,1050,1050,2,0,0,0.0,0.0019047619047619048,0.0,27.428571428571427,0.9592327485380117,0.7542111111111112,0.9711321637426901,0,0,130.86356725146197,0.7041649122807018
6,1,6,2,0,1,3,717,717,6,0,0,0.0,0.008368200836820083,0.0,40.1673640167364,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786
14,1,6,2,0,2,3,776,776,5,0,0,0.0,0.006443298969072165,0.0,37.11340206185567,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091
22,2,6,2,0,3,3,723,723,3,0,0,0.0,0.004149377593360996,0.0,39.83402489626556,0.9761469273743016,0.5908648044692737,0.9510592178770949,0,0,89.68357541899442,0.5472212290502794
6,1,6,2,0,1,3,950,950,4,0,0,0.0,0.004210526315789474,0.0,30.31578947368421,0.9577932203389831,0.7727412429378532,0.9548954802259887,0,0,124.61988700564973,0.7059016949152542
14,1,6,2,0,2,3,928,928,3,0,0,0.0,0.003232758620689655,0.0,31.03448275862069,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0,124.07531073446329,0.701254802259887
22,2,6,2,0,3,3,751,751,6,0,0,0.0,0.007989347536617843,0.03958333333333333,38.348868175765645,0.9582296511627908,0.8025308139534885,0.9455558139534884,1140,1,125.79796511627907,0.7229529069767442
6,1,6,2,0,1,3,920,920,3,0,0,0.0,0.003260869565217391,0.0,31.304347826086957,0.970548275862069,0.7340936781609195,0.969635632183908,0,0,116.3509195402299,0.6886327586206897
14,1,6,2,0,2,3,908,908,3,1,1,0.0011013215859030838,0.003303964757709251,0.0,31.718061674008812,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0,115.43598870056496,0.6333661016949153
22,2,6,2,0,3,3,1035,1035,5,0,0,0.0,0.004830917874396135,0.0,27.82608695652174,0.9663485875706215,0.7424570621468926,0.9622666666666667,0,0,115.46514124293786,0.6876158192090396
6,2,6,2,0,1,0,877,877,5,0,0,0.0,0.005701254275940707,0.057951388888888886,32.839224629418474,0.9714869318181818,0.7811892045454545,0.9603221590909091,1669,1,126.66471590909092,0.7268857954545455
14,2,6,2,0,2,0,923,923,5,0,0,0.0,0.005417118093174431,0.03760416666666667,31.202600216684722,0.9732103448275863,0.7720936781609196,0.9673367816091953,1083,1,126.53528735632183,0.7261856321839081
22,3,6,2,0,3,0,975,975,4,0,0,0.0,0.0041025641025641026,0.0,29.53846153846154,0.9726114285714286,0.7704497142857143,0.9543937142857143,0,0,128.15182857142858,0.7158011428571428
6,2,6,2,0,1,0,791,791,6,0,0,0.0,0.007585335018963337,0.0,36.40960809102402,0.9579948863636364,0.6420017045454546,0.9496204545454545,0,0,99.07823863636364,0.5804988636363636
14,2,6,2,0,2,0,773,773,2,0,0,0.0,0.00258732212160414,0.0,37.25743855109961,0.9595845714285715,0.6536731428571428,0.9767611428571429,0,0,99.8704,0.6098668571428572
22,3,6,2,0,3,0,743,743,3,1,1,0.0013458950201884253,0.004037685060565276,0.0,38.76177658142665,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0,98.41564971751413,0.5724553672316385
6,2,6,2,0,1,0,1046,1046,5,0,0,0.0,0.004780114722753346,0.0,27.533460803059274,0.9711568965517242,0.7715344827586208,0.9542132183908045,0,0,121.96528735632184,0.7152005747126438
14,2,6,2,0,2,0,862,862,6,0,0,0.0,0.0069605568445475635,0.0,33.41067285382831,0.9698011363636364,0.75509375,0.9680863636363636,0,0,121.75488636363637,0.7072284090909091
22,3,6,2,0,3,0,1030,1030,2,0,0,0.0,0.001941747572815534,0.0,27.961165048543688,0.9699949438202247,0.7404140449438202,0.9610904494382022,0,0,120.81398876404494,0.695426404494382
6,2,6,2,0,1,1,774,774,2,0,0,0.0,0.002583979328165375,0.0,37.2093023255814,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0,111.89562500000001,0.6606835227272727
14,2,6,2,0,2,1,818,818,6,0,0,0.0,0.007334963325183374,0.0,35.2078239608802,0.970316384180791,0.7160909604519774,0.958379661016949,0,0,111.57118644067796,0.6649429378531073
22,3,6,2,0,3,1,887,887,3,0,0,0.0,0.0033821871476888386,0.0,32.468996617812856,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0,108.73803370786516,0.608338202247191
6,2,6,2,0,1,1,734,734,4,0,0,0.0,0.005449591280653951,0.0,39.237057220708444,0.9605514124293785,0.6269536723163842,0.9538604519774012,0,0,94.99734463276836,0.5716604519774011
14,2,6,2,0,2,1,819,819,6,0,0,0.0,0.007326007326007326,0.0,35.16483516483517,0.9614744318181819,0.6564625000000001,0.9428977272727272,0,0,95.71289772727273,0.5940198863636363
22,3,6,2,0,3,1,763,763,2,0,0,0.0,0.002621231979030144,0.016979166666666667,37.745740498034074,0.9596569832402235,0.6435245810055866,0.9638513966480448,489,1,95.2254189944134,0.5946603351955307
6,2,6,2,0,1,1,975,975,2,0,0,0.0,0.0020512820512820513,0.0,29.53846153846154,0.9657640000000001,0.7633297142857142,0.9598091428571428,0,0,127.83445714285713,0.7084662857142857
14,2,6,2,0,2,1,936,936,4,0,0,0.0,0.004273504273504274,0.0,30.76923076923077,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0,127.4880790960452,0.7118265536723164
22,3,6,2,0,3,1,872,872,3,1,1,0.0011467889908256881,0.0034403669724770644,0.0,33.027522935779814,0.9595553072625699,0.7858726256983241,0.9731631284916201,0,0,128.4187150837989,0.7342351955307262
6,2,6,2,0,1,2,944,944,6,0,0,0.0,0.006355932203389831,0.0,30.508474576271187,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0,126.56880681818183,0.7208255681818182
14,2,6,2,0,2,2,925,925,3,1,1,0.001081081081081081,0.003243243243243243,0.0,31.135135135135137,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0,125.83853107344632,0.7159553672316384
22,3,6,2,0,3,2,756,756,6,0,0,0.0,0.007936507936507936,0.1814236111111111,38.095238095238095,0.9660954545454546,0.7738732954545454,0.9695846590909091,5225,1,125.31721590909092,0.7257812499999999
6,2,6,2,0,1,2,705,705,2,0,0,0.0,0.0028368794326241137,0.0,40.851063829787236,0.9734926553672316,0.6269056497175142,0.9553672316384181,0,0,97.6635593220339,0.5813502824858757
14,2,6,2,0,2,2,694,694,5,0,0,0.0,0.007204610951008645,0.0,41.4985590778098,0.9717162921348315,0.6548410112359551,0.9551494382022473,0,0,97.9258988764045,0.6051241573033708
22,3,6,2,0,3,2,605,605,3,0,0,0.0,0.0049586776859504135,0.0,47.603305785123965,0.9691514450867051,0.6074329479768786,0.9537063583815029,0,0,98.41479768786127,0.5575803468208093
6,2,6,2,0,1,2,1048,1048,5,1,1,0.0009541984732824427,0.004770992366412214,0.0,27.480916030534353,0.9558448863636364,0.7807528409090909,0.9775556818181819,0,0,130.69335227272725,0.7297176136363636
14,2,6,2,0,2,2,1050,1050,3,0,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.959408,0.7887599999999999,0.9514285714285714,0,0,129.8790857142857,0.7162628571428572
22,3,6,2,0,3,2,1013,1013,3,1,1,0.0009871668311944718,0.0029615004935834156,0.0,28.43040473840079,0.9592327485380117,0.7542111111111112,0.9711321637426901,0,0,130.86356725146197,0.7041649122807018
6,2,6,2,0,1,3,746,746,2,0,0,0.0,0.002680965147453083,0.0,38.605898123324394,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786
14,2,6,2,0,2,3,729,729,5,0,0,0.0,0.006858710562414266,0.0,39.50617283950617,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091
22,3,6,2,0,3,3,594,594,5,0,0,0.0,0.008417508417508417,0.0679513888888889,48.484848484848484,0.9761469273743016,0.5908648044692737,0.9510592178770949,1957,1,89.68357541899442,0.5472212290502794
6,2,6,2,0,1,3,939,939,6,0,0,0.0,0.006389776357827476,0.03625,30.670926517571885,0.9577932203389831,0.7727412429378532,0.9548954802259887,1044,1,124.61988700564973,0.7059016949152542
14,2,6,2,0,2,3,1050,1050,3,0,0,0.0,0.002857142857142857,0.043298611111111114,27.428571428571427,0.9601118644067796,0.7691152542372881,0.9529186440677966,1247,1,124.07531073446329,0.701254802259887
22,3,6,2,0,3,3,827,827,5,0,0,0.0,0.006045949214026602,0.06201388888888889,34.82466747279323,0.9582296511627908,0.8025308139534885,0.9455558139534884,1786,1,125.79796511627907,0.7229529069767442
6,2,6,2,0,1,3,811,811,3,0,0,0.0,0.0036991368680641184,0.0,35.511713933415535,0.970548275862069,0.7340936781609195,0.969635632183908,0,0,116.3509195402299,0.6886327586206897
